Trddt,600000,600010,600015,600016,600018,600028,600030,600036,600048,600050,600104,600109,600111,600150,600518,600519,600585,600637,600795,600837,600887,600893,600999,601006,601088,601166,601169,601186,601288,601318,601328,601336,601390,601398,601601,601628,601668,601669,601688,601766,601800,601818,601857,601901,601988,601989,601998
2014-01-15,8.218,2.111,6.149,5.823,4.715,4.292,11.185,9.593,4.728,2.951,11.649,9.722,14.102,21.418000000000006,8.201,93.86,15.252,41.81399999999999,2.077,9.908,12.091,19.41,11.02,6.513,14.529000000000002,8.921,4.706,4.017,2.124,19.282,3.382,21.52,2.337,3.074,16.441,13.804,2.787,2.676,8.312,4.392,3.612,2.293,7.16,5.6,2.244,4.8889999999999985,3.427
2014-01-16,8.174,2.18,6.21,5.791,4.744,4.265,11.283,9.556,4.747,2.932,11.56,9.563,14.463,21.018,8.181000000000001,96.413,15.433,40.508,2.086,9.976,12.066,20.075,10.944,6.449,14.499,8.809,4.686,4.017,2.115,20.011,3.382,21.817,2.337,3.047,16.614,13.94,2.815,2.666,8.293,4.314,3.593,2.284,7.122000000000001,5.63,2.235,4.8889999999999985,3.418
2014-01-17,8.12,2.215,6.11,5.647,4.6,4.302,11.371,9.574,4.6960000000000015,2.912,11.146,9.866,14.03,20.638,8.176,95.078,15.595,40.239,2.068,10.015,11.654000000000002,19.797,10.802,6.377000000000002,14.229,8.624,4.626,3.969,2.098,19.836,3.346,21.313,2.318,3.03,16.354,14.133,2.787,2.61,8.235,4.207,3.565,2.256,7.32,5.45,2.217,4.729,3.38
2014-01-20,8.076,2.195,6.072,5.559,4.562,4.265,11.234000000000002,9.484,4.69,2.903,11.013,9.468,13.675,21.378,7.9620000000000015,100.207,15.08,38.705,2.059,9.937,11.396,19.658,10.802,6.377000000000002,14.089,8.532,4.626,3.969,2.098,19.768,3.346,21.145,2.318,3.0210000000000004,16.374000000000002,13.765999999999998,2.787,2.572,8.216,4.168,3.565,2.229,7.207000000000002,5.33,2.208,4.819,3.38
2014-01-21,8.156,2.17,6.1179999999999986,5.599,4.6,4.256,11.429,9.538,4.753,2.932,11.19,9.727,13.754,20.978,8.088,100.365,15.538,40.219,2.077,10.181,11.319,19.767,11.03,6.431,14.149,8.606,4.666,4.056,2.106,20.074,3.355,21.263,2.357,3.0210000000000004,16.479,13.843,2.806,2.591,8.36,4.2360000000000015,3.583,2.247,7.207000000000002,5.58,2.208,4.849,3.408
2014-01-22,8.316,2.22,6.256,5.7189999999999985,4.763,4.292,11.791,9.692,5.1,2.971,11.550999999999998,9.891,14.2,21.927,8.244,106.04,15.824000000000002,40.448,2.123,10.493,11.629,20.005,11.582,6.549,14.389,8.856,4.752,4.152,2.124,20.297,3.4,21.757,2.415,3.047,16.787,14.172,2.872,2.666,8.515,4.441,3.659,2.265,7.2639999999999985,5.7,2.244,5.207999999999998,3.455
2014-01-23,8.209,2.161,6.1560000000000015,5.6389999999999985,4.6960000000000015,4.228,11.625,9.529,5.005,2.942,11.534,9.802,14.01,22.047,8.196,105.976,15.805,42.71100000000001,2.105,10.366,12.026,19.777,11.534,6.5760000000000005,14.249,8.717,4.706,4.085,2.098,19.904,3.364,21.965,2.386,3.0210000000000004,16.430999999999994,14.046,2.825,2.666,8.409,4.48,3.63,2.238,7.198,5.67,2.217,5.158,3.427
2014-01-24,8.218,2.136,6.233,5.647,4.734,4.246,11.673,9.448,5.1560000000000015,2.951,11.630999999999998,9.792,14.168,21.937,8.225,107.091,15.805,41.824,2.114,10.454,11.951,20.67,11.629,6.667000000000002,14.369000000000002,8.698,4.7189999999999985,4.0939999999999985,2.106,19.676,3.364,21.817,2.396,3.0210000000000004,16.335,13.890999999999998,2.844,2.676,8.495,4.489,3.64,2.247,7.198,5.87,2.226,5.218,3.437
2014-01-27,8.12,2.081,6.218,5.6389999999999985,4.686,4.172,11.283,9.357,5.0680000000000005,2.912,11.534,9.214,13.984000000000002,21.827,8.157,111.24,14.956,41.555,2.086,10.151,11.573,20.631,11.173,6.522,14.089,8.541,4.692,3.988,2.098,18.933,3.373,21.283,2.347,2.985,15.807,13.32,2.806,2.648,8.254,4.334,3.593,2.229,7.103,5.81,2.217,5.247999999999998,3.418
2014-01-28,8.182,2.086,6.332999999999998,5.751,4.859,4.145,11.322,9.457,5.0680000000000005,2.951,11.550999999999998,9.991,14.049,21.358,7.9860000000000015,110.031,15.137,39.751,2.096,10.171,11.53,20.095,11.344,6.504,14.029000000000002,8.726,4.752,3.998,2.106,19.01,3.418,21.55,2.376,3.012,15.922,13.378,2.834,2.638,8.312,4.324,3.602,2.256,7.141,5.81,2.226,5.188,3.474
2014-01-29,8.271,2.066,6.402,5.903,4.801,4.145,11.4,9.52,5.005,2.9610000000000003,11.550999999999998,10.991,13.957,21.657,8.191,108.284,15.319,40.389,2.123,10.21,11.241,21.852,11.449000000000002,6.513,14.069,8.8,4.792,4.017,2.133,19.069000000000006,3.418,21.52,2.376,3.056,16.037,13.446,2.834,2.629,8.331,4.256,3.621,2.275,7.1320000000000014,5.8,2.262,5.198,3.502
2014-01-30,8.165,1.986,6.272,5.871,4.753,4.117,11.302,9.384,4.898,2.922,11.454,11.364,13.727,21.787,8.376,104.483,15.128,40.747,2.105,10.034,10.993,23.778,11.211,6.5760000000000005,13.839,8.661,4.746,3.969,2.115,19.001,3.4,21.273,2.347,3.03,15.73,13.282,2.797,2.601,8.158,4.129,3.593,2.247,7.122000000000001,5.63,2.244,5.178,3.399
2014-02-07,8.174,1.991,6.218,5.799,4.734,4.126,11.205,9.357,4.942,2.951,11.428,12.498,13.8,23.966,8.332,105.818,15.795,42.113,2.105,10.083,11.365,24.175,11.125,6.612,13.959,8.661,4.732,3.998,2.106,18.549,3.391,21.105,2.347,3.0210000000000004,15.49,13.136,2.797,2.601,8.187,4.119,3.602,2.238,7.0939999999999985,5.67,2.226,5.3870000000000005,3.427
2014-02-10,8.271,2.066,6.325,5.895,4.849,4.172,11.537,9.448,5.037,2.98,11.896,12.593,14.752,23.986,8.908,105.004,16.072,43.428,2.132,10.327,11.707,24.503,11.687,6.648,14.129,8.782,4.792,4.0939999999999985,2.115,18.967,3.418,21.629,2.396,3.039,15.816,13.407,2.825,2.666,8.36,4.373,3.678,2.265,7.141,5.79,2.244,5.617000000000001,3.5780000000000003
2014-02-11,8.494,2.056,6.471,6.103,5.04,4.191,11.654000000000002,9.574,5.0680000000000005,3.0,11.931,12.364,14.601,23.716,9.039,105.937,16.090999999999998,42.611,2.15,10.385,11.8,23.629,11.629,6.685,14.259,9.05,4.872,4.104,2.142,19.205,3.4810000000000003,21.777,2.406,3.065,16.105,13.591,2.834,2.685,8.409,4.353,3.696,2.329,7.169,5.89,2.28,5.627000000000002,3.936
2014-02-12,8.458,2.071,6.402,6.207000000000002,5.002,4.172,11.634,9.52,5.049,3.01,11.807,12.732,14.68,23.686,9.298,106.024,16.090999999999998,42.82,2.141,10.356,11.617,24.016,11.629,6.685,14.179,9.004,4.885,4.114,2.142,19.04,3.49,21.678,2.415,3.056,16.066,13.562,2.825,2.685,8.428,4.373,3.725,2.311,7.141,5.9,2.271,5.5870000000000015,4.256
2014-02-13,8.547,2.036,6.487,6.455,5.002,4.154,11.586,9.538,4.948,2.99,11.834,12.05,14.693,22.897,9.132,107.225,15.833,40.01,2.123,10.298,11.496,23.143,11.401,6.7570000000000014,14.039,9.226,4.945,4.075,2.142,18.909,3.526,21.619,2.386,3.056,15.922,13.572,2.797,2.657,8.303,4.246,3.668,2.329,7.1320000000000014,5.8,2.28,5.4270000000000005,4.6610000000000005
2014-02-14,8.539,2.091,6.464,6.391,5.021,4.182,11.586,9.529,4.9110000000000005,3.0,11.913,12.11,14.812,23.127,9.38,112.939,15.709,44.006,2.132,10.327,11.470999999999998,23.401,11.505999999999998,7.0379999999999985,14.079,9.152,4.925,4.152,2.142,18.967,3.508,21.886,2.435,3.047,15.912,13.601,2.806,2.685,8.38,4.324,3.706,2.311,7.141,5.84,2.271,5.4270000000000005,4.5760000000000005
2014-02-17,8.476,2.101,6.433,6.279,4.992,4.2189999999999985,11.625,9.52,4.848,3.068,12.09,13.319,14.884,23.716,9.356,118.535,15.805,42.94,2.132,10.356,11.474,25.744,11.534,6.857,14.289,9.06,4.912,4.152,2.133,19.176,3.499,22.014,2.445,3.056,16.143,14.027,2.815,2.695,8.438,4.324,3.715,2.302,7.1789999999999985,5.87,2.28,5.617000000000001,4.529
2014-02-18,8.245,2.066,6.226,6.191,4.9060000000000015,4.182,11.224,9.348,4.747,3.0,11.878,13.06,14.549,23.656,9.463,116.187,15.395,44.175,2.114,9.976,11.328,25.744,11.03,6.739,14.059,8.791,4.812,4.104,2.115,18.782,3.445,21.649,2.396,3.047,15.797,13.649,2.787,2.666,8.187,4.246,3.668,2.256,7.141,5.67,2.271,5.577000000000001,4.416
2014-02-19,8.45,2.141,6.44,6.399,4.926,4.339,11.215,9.52,4.803,3.039,12.019,12.548,14.562,22.927,9.293,118.179,15.509,44.175,2.123,10.054,11.291,25.366,11.001,6.7120000000000015,14.259,9.05,5.291,4.143,2.142,18.986,3.526,22.172,2.415,3.092,16.018,13.988,2.815,2.695,8.245,4.275,3.706,2.32,7.207000000000002,5.71,2.351,5.5870000000000015,4.8580000000000005
2014-02-20,8.36,2.131,6.295,6.239,4.954,4.772,10.883,9.375,4.759,3.0580000000000003,12.037,11.996,14.509,22.527,9.317,117.752,15.214,44.175,2.15,9.859,11.477,25.019,10.659,6.667000000000002,14.319,8.846,5.438,4.123,2.115,18.729,3.508,22.074,2.425,3.056,15.797,13.746,2.825,2.695,8.081,4.324,3.696,2.293,7.5470000000000015,5.55,2.333,5.417000000000002,4.783
2014-02-21,8.271,2.086,6.256,6.135,4.82,4.625,10.717,9.348,4.665,3.0580000000000003,11.966,11.782,14.299,22.577,9.22,117.823,14.966,42.691,2.123,9.693,11.35,25.108,10.345,6.495,14.389,8.772,5.225,4.0939999999999985,2.115,18.947,3.472,21.955,2.406,3.056,15.759,13.708,2.797,2.648,7.878,4.285,3.668,2.275,7.254,5.43,2.307,5.337999999999999,4.868
2014-02-24,8.022,2.161,6.095,5.935,4.667,4.449,10.434,9.131,4.268,2.99,11.595999999999998,12.105,13.878,21.467,9.078,116.67,14.213,41.565,2.096,9.41,11.052,24.701,10.145,6.386,14.049,8.448,5.005,3.988,2.089,18.855,3.409,21.382,2.347,2.994,15.48,13.466,2.713,2.591,7.666,4.11,3.583,2.238,7.0939999999999985,5.32,2.262,5.178,4.868
2014-02-25,7.862,2.116,6.018,5.839,4.533,4.5139999999999985,10.278,9.004,4.205,2.932,11.216,10.896,13.681,20.548,8.557,112.52,14.050999999999998,39.841,2.077,9.206,10.764,22.418000000000006,9.831,6.404,13.749,8.337,4.965,3.882,2.08,18.273,3.4,21.056,2.3080000000000003,2.994,15.211,13.243,2.656,2.525,7.454,4.051,3.536,2.193,7.0939999999999985,5.14,2.271,5.008,4.651
2014-02-26,7.88,2.175,5.988,5.863,4.5139999999999985,4.68,10.151,9.076,4.255,2.951,11.198,10.468,14.069,20.918000000000006,8.63,112.252,13.955,36.343,2.068,9.05,10.534,21.802,9.745,6.386,13.749,8.411,5.039,3.863,2.08,18.205,3.391,21.184,2.289,2.967,15.297,13.311,2.619,2.516,7.473,4.012,3.546,2.193,7.1320000000000014,5.09,2.244,5.048,4.792
2014-02-27,7.96,2.175,6.287000000000001,6.063,4.5139999999999985,4.994,10.19,9.076,4.211,3.0,11.163,9.896,13.635,21.148000000000003,8.23,114.559,14.079,33.762,2.114,8.991,10.361,22.05,9.65,6.35,13.749,8.494,5.138,3.863,2.08,18.447,3.418,21.204,2.3080000000000003,2.985,15.422,13.417,2.572,2.525,7.415,4.09,3.499,2.22,7.311,5.19,2.262,5.188,5.018
2014-02-28,7.933,2.175,6.272,6.023,4.524,4.957,10.57,8.995,4.255,2.98,11.207,10.205,13.8,21.378,8.293,118.566,14.365,35.267,2.114,9.352,10.890999999999998,22.884,10.259,6.159,13.799,8.448,5.105,3.882,2.071,18.69,3.409,21.273,2.318,2.967,15.461,13.407,2.638,2.544,7.734,4.061,3.499,2.211,7.2639999999999985,5.71,2.244,5.188,4.962
2014-03-03,7.88,2.156,6.1720000000000015,5.975,4.61,4.966,10.395,8.895,4.192,3.175,11.366,10.205,13.832,21.707,8.435,122.447,14.194,36.472,2.196,9.225,11.086,23.54,10.097,6.187,13.619000000000002,8.402000000000001,5.039,3.921,2.071,18.438,3.382,21.125,2.337,2.959,15.355,13.466,2.647,2.582,7.608,4.129,3.527,2.202,7.32,5.83,2.235,5.278,4.83
2014-03-04,7.897,2.121,6.226,6.175,4.543,4.92,10.395,8.832,4.274,3.195,11.578,9.976,13.924,21.707,8.264,121.238,14.022,35.645,2.16,9.225,10.764,23.937,10.116,6.167999999999998,13.469,8.485,4.999,3.882,2.08,18.433,3.382,21.066,2.3280000000000003,2.967,15.365,13.572,2.647,2.553,7.637,4.08,3.527,2.202,7.273,5.86,2.235,5.278,4.7360000000000015
2014-03-05,7.746,2.136,6.2410000000000005,6.0310000000000015,4.4860000000000015,4.708,10.375,8.722999999999999,4.192,3.1460000000000004,11.348,10.195,13.773,21.637,8.171,126.327,14.050999999999998,34.848,2.15,9.069,10.692,23.321,9.812,6.105,13.559,8.383,4.8660000000000005,3.853,2.062,18.282,3.346,20.918,2.318,2.95,15.105,13.262,2.61,2.563,7.608,4.0710000000000015,3.48,2.193,7.169,5.69,2.226,5.178,4.689
2014-03-06,7.835,2.136,6.31,6.199,4.524,4.819,10.395,8.814,4.419,3.1460000000000004,11.296,10.438,13.668,21.058000000000003,7.947,128.035,14.299,35.984,2.132,9.128,10.541,22.666,9.897,6.105,13.599,8.439,4.892,3.872,2.062,18.375,3.355,21.026,2.3280000000000003,2.959,15.48,13.446,2.638,2.582,7.637,4.0710000000000015,3.518,2.184,7.245,5.73,2.235,5.098,4.566
2014-03-07,7.773,2.136,6.195,6.207000000000002,4.476,4.939,10.268,8.767999999999999,4.356,3.1660000000000004,11.278,10.981,13.826,21.118,8.059,130.793,14.175,34.3,2.105,9.05,10.807,22.547,9.812,6.0870000000000015,13.449000000000002,8.365,4.879,3.863,2.071,18.224,3.337,20.74,2.318,2.959,15.115,13.175,2.6,2.544,7.579,4.08,3.489,2.184,7.349,5.63,2.226,5.1080000000000005,4.604
2014-03-10,7.515,2.026,5.965,5.959,4.256,4.8,9.877,8.578,4.148,3.088,11.163,10.986,13.261,19.239,7.869,124.035,13.527,31.888,2.068,8.689,11.198,21.991,9.422,5.915,12.909,8.013,4.7189999999999985,3.766,2.035,17.564,3.274,19.722,2.26,2.8960000000000004,14.720999999999998,12.691,2.544,2.469,7.251,4.012,3.386,2.139,7.3679999999999986,5.56,2.199,4.859,4.595
2014-03-11,7.532,2.001,6.049,5.9670000000000005,4.189,4.819,9.936,8.596,4.331,3.068,11.048,11.364,13.241,18.649,7.8889999999999985,128.17700000000002,13.774,32.586,2.05,8.776,11.279000000000002,21.584,9.564,5.832999999999998,12.849,8.013,4.706,3.747,2.035,17.574,3.265,19.564,2.269,2.87,14.74,12.652,2.544,2.469,7.251,4.032,3.405,2.13,7.302,5.55,2.199,4.829,4.6789999999999985
2014-03-12,7.621,2.016,6.141,6.039,4.103,4.588,9.868,8.705,4.45,3.0,11.093,10.618,13.267,18.839,7.8889999999999985,125.292,13.66,33.523,2.068,8.806000000000003,11.263,21.614,9.545,5.815,12.879,8.217,4.852,3.718,2.035,17.642,3.274,19.791,2.269,2.87,14.769,12.72,2.6,2.469,7.184,4.022,3.405,2.139,7.141,5.4,2.19,4.789,5.15
2014-03-13,7.871,2.071,6.233,6.103,4.17,4.597,10.053,8.759,4.482,3.0,11.163,10.886,13.313,19.049,8.24,130.303,13.803,34.838,2.141,8.863999999999997,11.744000000000002,22.378,9.688,5.824,13.179,8.3,4.905,3.766,2.098,17.836,3.3280000000000003,19.801,2.289,2.905,14.788,12.759,2.6,2.506,7.174,4.0710000000000015,3.433,2.166,7.16,5.6,2.226,4.819,5.018
2014-03-14,8.004,2.046,6.1720000000000015,6.0310000000000015,4.065,4.588,9.985,8.66,4.4060000000000015,3.0,11.084,11.015999999999998,13.228,18.459,8.152000000000001,129.513,13.727,35.566,2.15,8.796,11.640999999999998,22.011,9.688,5.697,13.059,8.272,4.799,3.747,2.098,17.807000000000006,3.283,19.534,2.279,2.879,14.519,12.672,2.572,2.487,7.136,4.032,3.405,2.148,7.122000000000001,5.5,2.208,4.769,4.604
2014-03-17,8.004,2.046,6.187,6.0070000000000014,4.103,4.68,10.034,8.687000000000001,4.463,3.01,11.251,10.712,13.366,18.829,8.225,131.567,14.089,36.552,2.096,8.835,11.555,22.279,9.536,5.779,13.119000000000002,8.318,4.819,3.785,2.08,17.884,3.301,19.683,2.289,2.888,14.654000000000002,12.962,2.6,2.506,7.194,4.11,3.424,2.148,7.1789999999999985,5.53,2.217,4.859,4.293
2014-03-18,7.915,2.021,6.141,5.903,4.141,4.634,9.975,8.687000000000001,4.337,2.98,11.234000000000002,10.374,13.294,18.859,8.283,135.401,14.118,36.203,2.105,8.806000000000003,11.66,22.17,9.469,5.7879999999999985,13.139,8.244,4.792,3.805,2.08,17.646,3.292,19.574,2.299,2.8960000000000004,14.558,12.923,2.582,2.469,7.155,4.3039999999999985,3.424,2.139,7.15,5.46,2.208,4.819,4.388
2014-03-19,8.058,2.006,6.132999999999999,5.783,4.218,4.662,9.868,8.651,4.268,2.99,11.101,10.493,13.123,18.799,8.215,137.811,14.345999999999998,36.024,2.096,8.698,11.139,22.04,9.412,5.7429999999999986,13.319,8.18,4.759,3.795,2.071,17.476,3.283,19.258,2.289,2.914,14.519,12.759,2.572,2.478,7.126,4.275,3.405,2.13,7.16,5.4,2.208,4.7189999999999985,4.331
2014-03-20,8.004,1.971,6.095,5.759,4.074,4.68,9.809,8.568999999999999,4.249,2.942,10.880999999999998,9.866,12.775,17.69,7.9129999999999985,133.709,14.165,34.17,2.077,8.611,10.956,21.326,9.298,5.779,13.109000000000002,8.235,4.726,3.853,2.071,17.52,3.274,19.07,2.337,2.914,14.49,12.691,2.5540000000000003,2.459,7.01,4.373,3.395,2.112,7.141,5.25,2.199,4.579,4.199
2014-03-21,8.806000000000003,2.016,6.379,6.0470000000000015,4.16,4.837,10.307,8.913,4.539,3.01,11.251,10.364,13.129,18.189,8.137,135.464,14.661,35.516,2.141,9.118,11.3,22.08,9.726,5.96,13.519,8.782,4.952,3.95,2.133,18.205,3.391,19.811,2.386,2.967,14.903,13.04,2.638,2.553,7.29,4.353,3.508,2.184,7.245,5.6,2.262,4.699,4.425
2014-03-24,8.726,2.036,6.417000000000002,6.095,4.275,4.819,10.502,8.913,4.6960000000000015,3.039,11.366,10.996,13.261,18.289,8.064,135.377,15.137,35.516,2.15,9.303,11.086,21.931,9.84,6.023,13.719,8.874,5.045,4.008,2.133,18.326,3.4360000000000004,20.266,2.415,3.003,15.153,13.214,2.722,2.61,7.55,4.48,3.621,2.229,7.273,5.72,2.271,4.739,4.453
2014-03-25,8.681000000000001,2.026,6.332999999999998,6.015,4.706,4.772,10.502,8.868,4.721,3.029,11.56,10.876,13.182,18.529,8.107999999999999,131.836,14.909,35.516,2.187,9.264,11.155,21.991,9.859,6.0779999999999985,13.619000000000002,8.698,5.012,3.988,2.133,18.035,3.4,19.92,2.396,2.985,15.086,13.165,2.778,2.591,7.502,4.441,3.64,2.202,7.254,5.68,2.271,4.779,4.34
2014-03-26,8.53,2.051,6.287000000000001,6.039,4.878,4.754,10.366,8.877,4.677,3.01,11.437,10.637,13.786,18.379,8.162,125.261,15.128,35.516,2.15,9.186,11.22,21.961,9.859,6.005,13.729,8.68,5.005,3.988,2.133,18.049,3.4,20.088,2.386,3.0210000000000004,15.134,13.098,2.741,2.572,7.493,4.382,3.565,2.211,7.207000000000002,5.62,2.271,4.729,4.312
2014-03-27,8.628,2.036,6.3870000000000005,6.255,4.6960000000000015,4.652,10.287,8.868,4.671,2.98,11.304,10.075,13.425,18.0,8.02,124.605,14.947,35.516,2.141,9.128,10.934,21.455,9.688,6.069,13.569,8.772,5.019,3.959,2.133,18.049,3.4,19.673,2.376,3.003,15.086,13.001,2.722,2.572,7.454,4.353,3.536,2.211,7.141,5.53,2.289,4.659,4.397
2014-03-28,8.61,2.036,6.356,6.279,4.725,4.634,10.405,8.931000000000003,4.86,3.01,12.249,9.364,13.3,17.71,7.883999999999999,120.637,15.767,35.516,2.141,9.147,10.863,20.531,9.698,6.051,13.789,8.874,5.032,4.017,2.16,18.142,3.4360000000000004,19.752,2.406,3.074,15.134,13.03,2.741,2.582,7.425,4.373,3.536,2.238,7.15,5.46,2.307,4.589,4.331
2014-03-31,8.654,2.001,6.479,6.127000000000002,4.543,4.643,10.278,8.895,4.797,2.98,12.222,9.264,13.156,18.489,7.898,122.265,15.576,31.968000000000004,2.16,9.011,11.111,20.69,9.64,6.051,13.829,8.818999999999997,5.052,4.056,2.151,18.234,3.4,19.939,2.435,3.065,15.182,13.001,2.722,2.582,7.309,4.392,3.536,2.238,7.1789999999999985,5.4,2.315,4.669,4.359
2014-04-01,8.663,2.011,6.44,6.1110000000000015,4.533,4.652,10.453,8.949,4.854,2.98,12.257,9.423,13.267,18.519,8.04,128.422,15.528,32.108000000000004,2.16,9.108,11.418,21.048,9.793,6.069,13.869000000000002,8.689,5.059,4.0939999999999985,2.151,18.302,3.4,20.068,2.484,3.065,15.249,13.049,2.713,2.601,7.415,4.46,3.546,2.238,7.1789999999999985,5.47,2.315,4.6789999999999985,4.388
2014-04-02,8.85,2.021,6.487,6.231,4.4860000000000015,4.699,10.522,9.031,5.194,3.01,12.46,9.259,13.294,18.609,7.947,130.911,16.167,31.53,2.178,9.167,11.238,20.839,9.859,6.114,14.169,8.791,5.112,4.191,2.169,18.685,3.418,20.275,2.484,3.056,15.48,13.300999999999998,2.778,2.619,7.464,4.5280000000000005,3.583,2.265,7.188,5.5,2.324,4.689,4.416
2014-04-03,8.61,1.991,6.44,6.151,4.428,4.68,10.522,8.949,5.112,2.99,12.284,9.379,13.175,18.469,7.903,130.651,16.137999999999998,31.041,2.141,9.157,11.164,20.591,9.955,5.9510000000000005,13.979,8.689,5.039,4.22,2.124,18.719,3.364,19.999,2.4930000000000003,3.039,15.297,13.311,2.713,2.563,7.444,4.499,3.546,2.22,7.16,5.51,2.307,4.649,4.303
2014-04-04,8.663,2.026,6.547999999999999,6.215,4.5139999999999985,4.652,10.649,9.013,5.144,2.99,12.380999999999998,9.548,13.681,18.779,7.928,129.66299999999998,16.224,31.619,2.15,9.274,11.44,20.998,10.107,6.023,14.009,8.874,5.072,4.239,2.133,18.894,3.382,20.009,2.4930000000000003,3.047,15.307,13.359000000000002,2.7310000000000003,2.591,7.724,4.499,3.555,2.247,7.169,5.59,2.324,4.689,4.322
2014-04-08,9.028,2.036,6.855,6.511,4.5139999999999985,4.745,11.0,9.276,5.276,3.039,12.858,9.811,13.931,19.958,7.967,130.042,16.615,31.978,2.187,9.566,12.082,22.527,10.411,6.023,14.379,9.588,5.225,4.307,2.169,19.365,3.463,20.848,2.532,3.11,15.778,13.708,2.759,2.638,7.869,4.558,3.621,2.302,7.235,5.78,2.36,4.839,4.444
2014-04-09,8.993,2.041,6.832000000000002,6.439,4.533,4.902,10.922,9.221,5.188,3.049,12.849,9.797,14.015999999999998,19.958,8.244,129.102,16.548,32.925,2.187,9.459,12.014,23.013,10.335,6.069,14.569,9.532,5.2120000000000015,4.307,2.178,19.161,3.454,20.947,2.523,3.092,15.787,13.62,2.759,2.638,7.83,4.6160000000000005,3.621,2.302,7.273,5.74,2.351,4.829,4.444
